Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12
35482_at,P17516,16.6,20.5,26.6,9.8,7.7,19.2,36.5,12.1,80.4,27.7,26.3,36.2,19.9,17.8,23.7,28.1,170.9,13.5,52.5,30.5,18.5,61.4,75,0.8
35483_at,Q8TEQ0,307.9,250.4,234.5,173.7,82.4,205.9,213.3,207.9,188.3,107.2,166.3,199,402.3,103.6,354.6,177.1,266,301.6,113.9,192.2,231.1,161.6,234,8.6
35484_at,!?,1125.6,1034.3,385.2,659.9,366.9,932.9,1002.2,769,455.1,300.2,360.8,699.2,1083.8,555.4,956,1461.2,236.7,1095,583,279.5,256.8,271.1,688.4,27.6
35485_at,Q14833,4618.8,14102.2,19867.7,7247.7,3152.9,3541.1,6774.1,4172.7,5120.7,4961.7,10041.4,4486.6,10792.6,6315.2,5592.6,4198.1,12597.9,4995.4,3659.4,4603.8,8606.8,5568.1,12168.7,244.7
35486_at,O14910,46.8,46,52.6,158.7,23.6,110.1,24.1,198.8,27.5,28.8,48.6,27.3,38.3,31.1,128.3,18,67.2,49.3,21.6,11.2,26.9,22.8,36.4,6.7
35487_at,Q58F21,23.1,20.3,26.3,7.6,3.7,9.9,7,27.9,31.4,6,24.7,42.4,11.6,11.1,17.7,10.9,22.9,22.2,14.4,20.7,5.9,8.4,49.7,0.6
35488_at,Q16533,347.3,310.8,518.5,231.6,466.1,438.1,380.6,455.9,379.4,464.5,537.1,335.8,274.5,447.1,123.1,459.2,45.8,487.5,441.5,216.4,303.8,276.2,243.7,29.5
35489_at,Q16819,273.8,337.8,974.4,310.2,107,517.8,394.6,217.8,900.2,569.3,561.8,366,757.1,201.2,377.2,747.4,338.3,576.3,270.4,198.4,739.6,278.3,1291.1,12
35490_at,,26.9,191.4,44.3,53.1,8.2,16.9,115,10.9,135.5,123.7,184.7,34.8,221.4,81,135.4,206.3,115,113.8,36,146.8,52.5,52.5,466.7,2.5
35491_at,P43363,128,53.2,207.3,143,61.3,129.5,139.8,53.2,94.8,49,52.5,71,34.7,43,57.9,47.8,47.1,90.5,282.3,42.7,49.2,73.9,77.9,1.9
35492_at,Q9HCS2,3017.2,3627,3072.9,1459.6,1179.4,1329.8,1869.2,1263.3,1219.5,1186.1,2024.9,1128.2,2089.6,1591.2,2192.6,1541.4,2105.5,2654,1835.1,1944.8,2132.3,1729.2,1161.7,84.3
35493_at,P53420,178.8,163.9,179.3,123.7,149.4,73.6,152.4,70.9,120.5,175.3,251.5,106.5,349.8,374.5,27.2,239.4,211.7,241.6,275.6,145.5,127.6,374.4,334,6
35494_at,Q9H999,230.1,412.2,360.4,404,259.9,371,524.9,153.6,206.3,108.5,455.1,41,510,383.8,350.9,554.5,404.7,231.2,388.4,363.4,57.7,43.3,79.9,5.9
35495_at,P52655,76.4,20.6,61.2,65.4,80.9,29.8,65.2,53.3,96.4,45.3,58,236.7,22.7,125.9,220.8,38.7,24.4,33.5,149.9,67.5,27.1,58.4,68.7,7.7
35496_at,Q12798,32.8,192.8,48.9,117,16.4,139.6,105.2,47.3,122.6,180.1,50.5,160,192.6,59.3,109,137.6,28.7,55.6,68.6,21.5,77.2,215.6,109.3,9.4
35497_at,O60636,89,42.6,217.1,26,85.6,183.3,199.8,170.3,194.2,178,179,118.9,219.1,106.1,28.1,150.4,67,52.6,188.7,54.9,215.7,64.9,278.3,2.1
35498_at,P11844,40.5,35.6,52.7,31.8,37.7,20.1,38.8,84.5,63,16.3,79,93.4,64.4,64.6,34.2,32.4,28.2,54.5,36.4,38,55.2,49.1,131.3,3.8
35499_at,Q9NUJ3,51.2,57.3,229.5,50,43.4,63.6,33.9,55.6,97.4,39.7,49.3,156.5,67.9,144.8,44.4,28.3,53.8,38.3,74.8,54.1,150.6,52.4,94.3,2.6
354_s_at,P46063,164.6,97.7,154.4,185.1,198.2,86.9,155.1,198,200.3,165.6,239,231.9,140.1,140.4,70.6,70.6,70.5,9,201.1,103.8,39.6,203.9,43.5,6.4
35500_at,Q7Z569,177.4,130.5,360.1,584.5,424.5,677.9,346.2,718.6,151.5,359.2,323.2,620.3,336.9,508.6,534.7,640.8,643.6,385.4,559.8,697.9,420.5,769.6,643,32.5
35501_at,O75409,89.5,64.4,70.4,30.5,8.8,24.5,18.9,83.7,63.3,42.6,27.2,72.2,103.5,26.1,32.9,24.5,27.1,41.6,27.7,76.1,16.7,45.2,91.2,1
35502_at,Q16671,223.6,292.5,143.2,192.9,93.9,334.3,133.4,123.4,241.2,102.9,219.8,665.7,416.5,1128.1,330,591.6,1391.7,1625.7,557.4,613.7,943,609.4,972.7,26
35503_at,P28222,915.3,778.3,859.9,686.9,271.3,648.8,716.5,414.1,853.9,453.7,495.8,1129.1,1332.7,1127,640,608.4,421.3,652.5,959.4,577.1,896.4,939.6,401.2,41.3
35504_at,O14497,70.8,120.1,374.4,67.5,47.1,111,377.4,306.8,244.9,163.1,152.1,153.2,160.6,145.6,181.6,319,127.6,73.1,73,146.2,155.3,121.7,234.9,16.7
35505_at,!?,1111,1234.3,2609,1541.3,754.6,1194.2,2034.7,1377.8,1278.3,1348.6,1292.6,1165.3,1194.4,2396.4,1433,1472.6,1715.7,1182.7,1070.9,1186.9,1235.2,2828.6,1941.5,70.8
35506_s_at,P01036 P01037 P09228,47.7,85.6,19.6,12.7,11.7,58.1,17,31.5,38.4,96.1,62.8,55.1,45.3,28,39.9,35.5,13.3,44.6,40.4,27.5,46.4,12,110.5,1.2
35507_at,P53367,437.7,317.2,429.8,203.8,162.7,419.8,246.3,232.4,140.7,191.1,648.6,258.3,526,294.5,198.3,400.6,329.3,159.1,345.9,132.9,193.3,235.3,313.5,8.2
35508_at,Q15286,330.3,732,291.4,286.7,232.5,209.4,217.5,242.4,232,230.1,435.7,235.5,260,194.7,506.1,262.5,190.6,382.4,292,247.2,234.6,325.2,263,12.5
35509_at,!?,506.8,677.1,378.3,123.9,68.5,221.2,83.9,609,334.6,368.4,209.6,504.1,353.6,103,108.1,164.5,299.7,93.9,158.9,156.3,439.2,80.3,707.4,4.1
35510_at,Q9UQD0,56.9,60.3,51.9,47.2,23.6,36.9,42.8,17,60.9,60.4,93.7,58.3,36.5,51.2,26.5,47.6,27.4,59.6,57.1,61.5,41.6,84.8,102,3.3
35511_at,Q9Y4D2,878,691.2,1244.4,764.9,806.1,544.6,972.1,815,1365.8,1400.3,202.5,1026.3,397.6,201.8,765.5,246.9,883.6,1488.8,569.5,331.4,1276.5,1749.8,1121.1,13
35512_at,Q8WWF5,1170.3,440.3,292.9,771.8,312.6,477.8,1158,830.7,886.5,667.9,459.8,654.5,349.5,211.7,844.2,445.3,569.1,915.8,445.8,1007.5,907.3,911.3,1784.5,31.3
35513_r_at,Q86YR7,4.9,8.1,4.7,49.7,22.6,36.6,87.3,25.7,58,17.1,6.4,1,76.5,42.3,86.4,12.3,5,4.3,71.4,103.3,8.4,3.6,5.3,6.3
35514_at,!?,627.1,428.3,1613.3,589.2,199.7,483.2,514,363.8,1297.5,467.5,554.1,810,690.5,1268,501.8,546.4,669.3,526.7,527.7,496.1,574.8,792,751.3,16.2
35515_at,Q9H9G7 Q9UIF3,79,66.1,96.2,59.4,62.5,59,63.1,71.4,108,71.4,60.8,106.7,88.8,59.5,53.6,75.8,69.3,73,63.1,65,60.4,83,88.8,2.5
35516_at,,60.4,93,116.9,59.3,37.3,71,46.1,34.2,197.7,67.7,160.5,388,191.3,69.9,131,66.9,55.6,55.5,112,57.1,118.3,63,181,1.8
35517_at,P01730,655.8,547.3,145.5,468.8,174.9,340.9,699.5,235.4,472.3,254.5,530.2,352,184.1,437.3,431.7,320.3,436.8,323.5,349.9,86.5,407.4,444.5,176.3,11.3
35518_at,!?,1290.7,2533.2,4862.2,4693.7,7219.3,3936,1900.8,2282.2,1275.8,1910.4,4905.1,2656.2,11851.6,7189,9349.3,8017.7,3627.4,9803,7623.6,3985.5,10114.7,8083.6,9667.7,312.2
35519_at,Q5TAA0,539.6,593.6,492.5,421.4,345,445.1,486.1,366.8,840,528.1,435.2,561.2,770.5,469.3,680,482,387.7,380.6,446.9,568.6,641.2,532.9,643.2,20.8
35520_at,O95484,625.2,882.4,1033.5,280.9,1289.1,1217.2,1104.7,1229.3,602.3,930.4,935.1,1465.9,386.7,432.2,730.9,1074,307.2,1488,784.3,1032.1,382.9,456.7,719.1,13.1
35521_at,O95484,902.1,980.3,1125.1,719.2,483,686,989.2,756.7,889.9,611.6,995.5,833.8,1124.3,813.2,810.5,936.3,994.1,1089,776.9,1015.2,948.6,978.5,1170.9,32
35522_at,Q9Y233,229.2,406.6,241.3,203.6,122.5,115,310.2,233.3,187.7,141.4,130.5,266,256,201.7,55.6,222.9,140.8,182.2,195.3,123.2,215.4,300.5,183,10.9
35523_at,O60760,675,182.6,175.2,569.2,64,613.7,805.5,325.8,203,426.8,159.5,471.4,114.3,593.4,469.8,273.9,127.9,136.6,143.4,246.3,189.1,112.1,247.5,19.6
35524_at,P07360,261.9,1219.2,276.1,181.2,204.6,279.5,364,525.9,307,521.5,410.5,889.6,634.8,527.1,574.8,718.7,136.1,454.4,803.5,521.8,685.1,943.4,831.6,8.4
35525_at,Q9Y2C5,373.5,299.6,173.8,244.9,25.2,202.5,235.2,163.1,265.1,72.2,212.8,44.2,85.7,201.3,24.9,140.3,31.7,594.9,84.8,98.5,233.3,49.9,89.3,8.7
35526_at,P02748,365.2,954.5,1030.3,243.7,108.3,323.6,1135.2,573.4,1106.7,686.1,161.6,945.7,923.7,1300.3,171.9,220.6,305.8,523.8,180,153.7,505.1,1421.8,386.2,28.7
35527_at,P54289,461.2,739.6,365.2,453,315.6,972.5,836.6,401.3,216.5,444.4,925.5,505.4,2972.9,465.3,637.3,2473.1,987,701.9,342.8,766,879.8,666.8,1349.6,23.1
35528_at,O43516,77.2,19.5,67.7,214.4,80.6,144.7,33.4,23.5,32.1,128,69.3,44.1,101.8,44.8,16.7,18.6,25.7,162.6,10.9,13.7,29,31.7,44.4,4.1
35529_at,O43280,60.9,177.4,89.3,106.2,65.1,146.9,91.6,480.2,127.2,87.7,150.2,150.4,101.7,52.1,178.7,95.8,109,109.4,106.8,821.7,202,73,209.4,4.9
35530_f_at,,1465.5,1513.1,1555.1,1258.9,970.4,1370.7,1432.5,990.2,1585.3,1200.4,1304.1,1425.7,2055.5,1225,1774.7,1358.8,628.5,1609.2,1619.7,1348.4,1875.2,1896.6,1471.8,74.6
35531_at,O75052,312.3,130.6,84.4,100.5,204.7,189.3,336.1,270.8,120.6,337.1,413.4,90.6,117.2,420.7,313.1,196.7,179.5,476.7,293.5,234.5,121.4,231.7,156,14.2
35532_i_at,O43908,63.1,17.9,28.6,7,10.1,50.3,27.3,8,13.4,90.6,26.4,94.8,153.6,8.5,70.1,17.9,6.8,16.2,7.3,32,11.3,57.4,41.1,1.5
35533_f_at,O43908,255.8,234.2,138.5,185.9,99.5,159.1,272.6,231.1,233.7,186,281.2,414.2,293.1,182.9,40.2,188.6,120.9,40.6,282.2,448.6,284,379.7,331.8,9.8
35534_at,!?,2254,2019.3,2803.7,2139.4,1368.5,1235.9,2433.7,1589.7,2045.6,1617.7,1554.7,1813.6,1628.8,2471.6,1669.3,1100.8,1193,1411.8,1561.5,1864.8,2055.4,2484.9,2004.8,41
35535_f_at,,193.4,5.2,53.5,9.9,32.7,71.6,13.1,2.4,6.7,39.7,11.3,142.6,134,116.6,94.7,12.2,2.1,77.9,17.2,152.4,24.3,107.1,81.8,4.5
35536_at,O60344,1975.1,2246.7,1771.9,1720.5,1508.6,1116.7,2269.5,1288.2,1954.4,1260.2,1176.8,1937.9,1932,1945,1373.9,1359.5,1811.7,1616.7,1605.8,1881,1857.5,2233.4,1802.5,83.7
35537_at,Q9UBN6,669,612.1,587.6,543.3,422.1,407,610.2,511.3,752.2,458,477.4,510.1,774.1,733,399.8,563.8,348.6,708.7,355.3,417.4,666.2,502.6,782.3,17.7
35538_at,,112.8,125.9,684.7,109.1,98,51.3,81.4,78.9,152.5,100.5,48.8,274.1,127.5,85.3,298.2,107.6,132.1,558,156.5,116.6,99,116.8,172.1,6.1
35539_at,Q17R60,8.1,98.5,27,13.3,10.7,101,141.5,69.9,62.8,68.4,130.2,141,107.5,69.5,159.5,83.8,93,41.3,14.7,126,127.5,16.1,20,2.7
35540_at,O43820 Q12894,70.3,158,64.9,71.4,69.1,63.9,27.4,84.3,136.1,64,41,88.3,106.8,57.8,116.5,106.8,46.2,113,80.6,48.7,43.7,61.7,476.4,2.6
35541_r_at,!?,17.6,104.9,126.5,13.3,57.1,58.1,15.8,7.6,38.2,96.4,132.2,29.6,116.2,149.4,12.7,17.3,136.8,180,23.3,19.2,20.4,19.3,144.6,1.2
35542_at,,169,122.3,77.2,149.2,147.7,85.8,150.2,35.1,148.4,31.7,197.9,120.3,102.3,65,283.6,57.1,114.9,60.8,119.2,114.6,97.8,90.6,190.3,3.2
35543_at,Q96KN7,37.5,18.9,48.4,104.7,20.9,19.9,48.4,33.4,45.9,70.6,31.4,25.3,11.3,15.9,19,36.9,11.5,24.8,40.7,24.2,7.4,26.3,112.9,1.5
35544_at,O60883,334,175.6,134.6,288,136.6,136.4,144.6,376.8,214.8,192,497.4,124.8,260.8,132.6,784.2,171.4,361.6,1083,152.9,237.4,246.2,170.2,150.6,3.3
35545_at,,350.2,621.7,390.6,501.9,244.9,286.6,250.5,301.5,463.6,368.3,324.5,331.8,441.3,263.8,254.6,385.9,275.9,274.8,339.3,378.1,360.7,379.7,646.9,13.8
35546_at,Q14683,25.9,53.1,191.9,27.2,26,64,29.3,50.5,48.7,127.7,66.4,85.6,162.1,89.4,217.8,156.1,40.5,36.9,64.9,45.1,52.1,141,272.6,1.6
35547_at,O60669,262.6,446.2,487.4,197.7,172.5,213.3,49.7,21.8,225.3,191.1,496.4,144.4,427.9,266.6,36.2,109.8,33.8,300.6,66.4,229.9,90.7,546.3,128.9,88
35548_at,!?,15.6,134.2,18.9,7.7,8.8,19.9,26.6,23.9,204.7,30.7,27,152.1,22.9,14.1,39.3,33.9,28.8,8.4,35.2,88.6,9.7,11.2,275.7,1.5
35549_at,Q96EH5,124.9,89.8,82.1,223.9,49.9,83,103.1,36.4,128.1,86.5,94.8,124.6,86.6,74.3,101.4,112.1,97,110.1,75.6,103.7,85.9,106.7,118.8,3.2
35550_at,Q9Y5K3,123.3,162.3,147.6,56.8,80.7,262.2,262.9,414.5,500.5,299.5,85.9,278.3,153.8,641.8,249.6,96,127,115.1,95.5,105.9,453.4,324.3,206.9,4.4
35551_g_at,Q9Y5K3,980.4,1012.6,612,848.1,350.8,603.8,927,585.4,1047,809.4,364.4,703.3,1247.3,825.7,799.6,959.1,708.9,1044.9,513,1222.4,1054.6,752.8,650.1,28
35552_at,Q9Y5K3,452.6,569.1,684.6,627.9,119.1,451.2,449.7,246.6,829.1,492.8,289.5,205,512.7,315.3,694.1,462.1,342,722.4,182.3,423.7,517.6,386.3,595.1,12.4
35553_at,Q9H0U9,911.7,1587.2,590.6,510.2,348.1,724.8,697.6,317.9,623.2,675.7,805.3,439.1,2031,861.7,727.9,1790.9,870.2,1281.6,1105,647.7,413.3,545.4,1172.8,30.9
35554_f_at,O95409,67,233.1,114.3,75.3,25,64,68.9,114.3,127.5,98,87.9,85.4,63.3,207.2,80,77.1,64.4,69,52.8,66.9,87.3,92,162.9,4.7
35555_r_at,O95409,313.7,872.4,639,218.8,535.5,876.6,575.4,839.8,346.7,320.2,906.4,546.2,487.8,358.6,568.5,1206.1,304.1,297.4,532.9,334.1,430.9,323.4,1336.5,32.1
35556_at,P00740,93.4,183.1,89.7,23.2,70.4,74,45.1,37.7,278.3,19.9,141.2,141.1,33.8,108.6,31.7,39,70.9,247.5,139.5,56.7,19.4,85.6,97.9,3.8
35557_at,Q9UJL9,99.6,230.6,43.4,44.9,108,101.1,7.5,9.3,208.9,193.4,359.8,110.1,155.9,10.8,218.9,113.2,7.9,36.6,97.7,64,173.1,13.1,106,7.4
35558_at,!?,23.5,252,142.6,231.1,115.6,149.3,248.7,125.2,138.5,129.8,131.1,284.5,407.3,79.4,334.8,178.4,79.8,23.8,110.1,262.8,51,209.6,74.5,14.5
35559_at,P51449,66.2,334.4,47.8,53.7,159.2,53.4,139.2,58.9,116.8,48.5,141.4,67,264.8,179.3,70.6,1020.8,395.3,99.1,409.6,774.9,100.4,338,526.1,12.6
35560_at,!?,19.9,27.6,130.9,31.3,32.9,60.3,17.2,61.4,215.6,34.9,31.2,92.7,42.2,27,18.3,46.2,10.8,33.6,25.9,328.9,10.2,40.8,25.8,3.2
35561_at,P23508,185.5,22.6,55.7,26.4,69.1,164.3,274.6,132.2,50.7,175.8,248.1,36.2,164.4,100.1,90.5,192.4,176.6,50.7,62.5,82.3,22.1,111.4,255.4,1.9
35562_at,!?,282.6,487.3,278.3,302.9,72.2,73.3,96.2,131.2,186,322,280.8,71.5,122.9,410.4,83.8,155.5,149.4,122.9,90.6,283.5,109.2,325.9,203,2.6
35563_at,Q969V6,288,573.5,190.7,152,113.1,624.5,231.2,278.9,363.8,391.8,432.4,593.1,450.7,270.3,559.9,692.6,349.3,462.3,373.1,438.3,298.3,250.9,354.7,22.3
35564_at,,58,472.9,157.7,78.5,219.5,148.5,419.2,278.2,313.7,355.9,206.2,241.6,438.8,454.7,303.3,177.1,286.5,161.8,347.5,95.5,123.3,186.9,586.6,15.6
35565_at,!?,203.1,456.4,330.4,198.5,205.1,316.9,225,258,263.1,232.8,106.6,88.5,95.9,52.4,335.5,45.9,74.3,55.7,104.3,49.4,97.4,190.2,77.4,4.4
35566_f_at,,761.1,750.9,1148.6,845.2,463.8,943.5,788.1,845,1093.1,976.1,621.7,881.3,1015,840.2,953.1,824.7,759.7,1085.4,668.7,865,733.1,810.1,1312,26.6
35567_at,!?,129.9,120.2,403.8,134.5,69.7,143.1,117.8,150.2,222.2,138.9,149.7,143,150.8,108.2,171.8,98.4,133.9,155.5,151.8,136.6,74.1,99.3,338.4,3.6
35568_at,P41586,288.1,154.4,594.8,520.6,63.3,444.4,404.2,314.6,532.4,80.8,561.4,492.3,305.1,472.5,164,431.4,398.9,404.6,374.8,675.7,376.6,142.7,179.1,28.3
35569_at,Q8NF64,194.9,136.4,234.5,130.3,151.7,121.3,155.1,188.5,150.2,135.8,119,198,234.2,105.1,174.6,244.1,177.2,161.3,128.8,298,194.2,160.7,204.3,5.3
35570_at,Q9Y6L6,137.4,21,101,88.2,99.6,119.8,16.5,29.9,42.9,10.6,71.3,201.3,74.6,144.2,57.3,49.6,31,110.5,13,58.7,123.2,187.1,86.2,7.4
35571_at,!?,577.5,1065.5,1247.6,1060.2,342.7,376.7,886.5,549.6,1210,834.9,759.5,885.7,847.7,1217.5,716.2,603.7,986.1,959.6,493.4,908,908.1,1265,766.8,32.6
35572_f_at,O75346,550.8,436.2,212.2,255.9,307.6,549.9,623.8,379,424.1,281.6,450.7,409.5,469.8,340.6,562.2,719,484.6,515.6,466.8,133.1,359.7,496.6,626.9,14.3
35573_r_at,O75346,215.1,14.3,186.3,15.9,125.9,113.4,66.2,140.7,180.4,11.3,235.9,13.9,83.4,130,164.6,125.9,175.2,138.3,120.3,253.6,135.4,223.9,335.3,1.2
35574_i_at,,30.2,35.2,25,16.6,10.6,27.9,17.6,32.5,34.3,20,32.5,45,31.6,16.8,21.1,17.2,17,28.6,16.3,45.6,22,21.5,48.9,0.8
35575_f_at,,355.5,213,190.2,142.7,212.9,136.2,373.3,279.7,93.4,146.4,164.3,48.4,86.4,128.7,52.2,149.5,60.3,69.5,97.9,89.8,93.4,102.3,140.2,4.7
35576_f_at,O60814 Q99880,221.7,357.4,106.4,62.5,29.3,411.1,518.8,97.4,332.4,268.9,155.5,321.8,387.4,522.5,129.6,505.9,237.3,610.3,390.3,386.9,79,167.2,158.2,21.2
35577_at,O75635,571.9,408,687.1,75.9,140.3,251.2,277,211.3,678.7,183.8,197.6,192.8,148.5,139,398.8,226.6,455,485.5,370.8,500.4,219.4,347.5,314.8,15.7
35578_at,!?,89.5,41,38.8,50.7,24.7,22,14.4,32,24.6,105.5,187.6,56.1,34.1,90.6,126.3,54,100.5,74.4,24.8,168,108.1,7.4,601,1.7
35579_at,Q8NEV8,86.3,94.4,138.3,136.5,45.2,210.5,116.5,411.7,324.7,123.5,131.4,156.5,131,263.2,78.9,104.6,56.6,310.6,294.6,256.9,142.9,102,131.1,3.9
35580_at,Q08828,243.6,203,166.6,121.9,92.2,159.4,184,156.3,160.5,102.1,152.6,154.7,170.6,137.1,149.2,159,155.7,167.7,169.7,205.6,170.8,92.3,204.5,7.4
35581_at,,154.3,240.7,210.4,195.8,393.7,263.7,229.7,248.7,86.7,218.6,326.8,401.3,152.6,143,310.2,224.7,71.7,311.1,153,186.9,191.3,56.4,167.3,17.3
35582_at,!?,40.3,61.5,131,29.4,38.7,71,61.7,25.5,103.4,19.8,221.6,99,38.2,9,22,44.8,17.5,66.6,46.3,16.2,92.8,28.1,72.2,4.4
35583_at,Q6GPH4,672.9,271.4,453.2,68.6,77.8,356.7,425.1,319,131.5,84.3,83.7,142.1,394.9,369.3,85,446.6,290.4,95.2,456.5,624.1,279.5,153.2,102.5,7.6
35584_s_at,O60840,891,838.1,816.7,941.7,1039.7,701.2,1321.1,692.7,502.6,628.3,970.5,1227.9,1250.6,978.4,694.5,1155.3,755.7,937.1,880.5,620.3,1406.1,1310.8,716.5,35.4
35585_at,!?,649.1,1273.6,700.3,658.6,332.4,523.5,723.5,324,534.5,312.7,618.5,608.5,660.4,580.9,527.1,365,826.9,1314,527.1,489.6,356.2,650.9,427,22.1
35586_at,!?,117.3,293.9,61.6,50.2,93.6,78.7,84.1,40.8,40,149.5,108,93.3,133.1,63.4,183,29.7,47.3,41.5,144.8,51.1,45.7,86.3,174.5,12.6
35587_at,!?,247.1,128.6,253.2,164,25.3,166.4,73,241,259.2,138.9,285.2,414.8,278.2,193.4,70.9,90.3,71.9,46.7,43.1,106.2,274.6,207,451.6,2.1
35588_at,Q96GE5 Q9Y2A4,530.9,537.7,543.4,854.6,255.1,698,589.7,337.6,588.5,704.9,500.8,417.2,567.1,613.8,516.7,535.8,647,478.2,864.8,486.2,628.4,806.6,699.2,26.6
35589_at,P48546,37.6,177.9,48.6,36.4,11,51.2,143.9,66.8,77.3,26.3,43.3,61.1,39,30.3,33,23.8,18.9,26.3,32.1,132.7,34.8,52.7,297.8,20.5
35590_s_at,P48546,3094.6,1490.2,3470.2,2660.4,1728,1421.1,3055.3,2566.4,2529.4,2030.4,1555.6,1851.6,3054.5,2648.1,1415.8,1584.9,2470.6,1867.7,1751.5,1909.9,1772.5,1983.5,1731.5,56.7
35591_at,P03951,75.9,49.7,40.1,82.7,27,291.1,352.8,391.4,110.1,159,192.6,279.5,401.8,150.8,156.5,83.8,32.4,231.4,142.7,241.3,63.9,45,548.6,20.4
35592_at,Q9UPR5,830.3,224.2,223.8,372.5,192.8,569.1,208,390.7,167.9,159.1,398.5,235.1,394.2,639.7,804.8,300.3,603,1224.6,199.5,610.1,206.9,134.8,317.2,9.1
35593_at,O75106,753.4,173.8,729.1,479.9,466.5,410.7,742.7,290.7,223.6,283.1,414.2,632.8,349.9,527.8,273.9,394.6,323.1,670.1,486.8,459.2,364.6,440.5,211.2,9.2
35594_at,,340.5,309.2,271.2,121.2,122,78.8,255.7,82.6,347,170.9,296,518.3,373.2,33.6,252.1,131.7,258.8,266.3,114.9,386.1,227.3,428.3,325.6,14.5
35595_at,O75575,655.8,572.5,902,350.8,321.6,371.5,540.8,538,207.1,475.7,424.2,273.3,530.2,221.7,351.5,830.4,291.2,157,416.3,408.8,584.6,401.3,749.9,18.3
35596_at,Q0VDD7,135.2,166,369.4,317.2,219.7,193.1,190.6,174.3,128.3,142.8,355.8,111.6,235.1,108.5,209.3,209.3,132.1,138.6,493.4,153.3,94.6,65.9,180.1,7.6
35597_at,Q96RU8,2069.2,2913.3,476.5,1165.9,1476.1,2081.8,3401.7,1286.5,953.9,747.2,2647.2,1218.1,5241.1,2024,1728.2,5093.4,2470,3007.5,1097.8,3077.5,2810.1,2479.2,3544.5,115.5
35598_at,P68431,848.3,734.6,916.5,865.5,318.2,692.5,1205.1,796.6,869.8,618.5,1190.9,681.1,1254.4,1005.2,522.6,2323.5,705.9,937.3,714.7,1383.9,894.1,1072.8,1083.3,26.9
35599_at,Q14749,727.2,660.4,140.2,204.1,335,500,382.2,486.2,511.1,93.7,373.4,344.3,422.8,401.9,299.9,377.2,306.6,404.9,180.5,564.6,361.3,310.8,174.3,5.6
355_s_at,P68106,594.6,561.2,513.1,489.1,493.8,346.5,579.4,313.1,621.1,452.9,298.6,360.9,388.9,438.1,560.3,701.3,545.2,344.4,339.6,294.2,522,426.1,273.1,21.4
35600_at,O95758,21.5,97.1,159.6,32.9,63.5,184.1,209.8,167.7,50.7,152.9,128.8,91.9,165.9,113.7,118.1,42.2,101.3,21.4,73.8,158.5,123.1,53.7,67.4,5
35601_at,P01854,276.7,240,436.6,477.4,145,643.5,555.2,227.1,2148.9,1073.9,196.3,278.6,489.6,209.8,383.5,178.8,224.7,918.5,211.3,372.5,992.4,881.7,351.1,8.2
35602_at,!?,503.5,750.5,187,951.2,573.5,455.9,830,582.8,448.2,734.1,395.3,555.5,633.5,837.9,754.9,378.5,91.4,402.8,543.7,237.7,846.8,860,388,21.1
35603_at,,142.2,302.7,78.4,79.6,139.7,300.4,64.3,171.7,109,59.1,135.1,18.1,551,690.3,69.6,554.8,1029,266.2,427.6,64.4,231.7,50.1,177.5,6.1
35604_at,Q9Y2C4,309.7,405.2,517,43.6,192.9,236.2,397.9,198.3,528.4,253.9,76.4,79.9,331.3,523.2,308.2,319.1,315.1,73.4,72.3,144,103.2,367,163.9,2
35605_at,O43827,233.2,68,24.5,215.1,77.2,13.6,34.8,30.1,909.7,527.6,31.8,42.1,72,284.8,33.9,22.9,15.2,247.7,113.8,130.5,296.2,33,45,3.6
35606_at,P19113,117.4,42.5,186,82.5,254.6,197.9,134.7,189.5,204.7,433.2,279.2,556.1,75.7,226.4,102.1,41.4,57.5,65.8,111.4,262.8,96.8,154.4,195.2,3.9
35607_at,,333.5,52.8,53.3,85.1,66,106.3,40.1,406.2,45.8,211.8,42.9,158.4,196.5,43.9,105.3,91.6,57.3,60.7,103.4,32.7,55.4,88.5,116.4,7.3
35608_at,,104,312.9,54.9,25.7,34.6,186.5,37.7,78.7,185.2,210.9,43.8,212.3,304.5,22,304.9,143.5,151.1,64.7,184,84.3,43.6,60.1,258.7,2.2
35609_at,Q9Y5G5,85.7,36.1,9.9,4.9,61.6,3.2,56.9,19.7,78.1,103.3,39.6,25,105.7,86.6,201.8,66.6,82.7,17.9,45.4,7.3,36.4,163.9,108.7,0.4
35610_at,P21941,234.8,613.2,327.3,219.9,226,112.3,472.6,263.6,81.4,67.3,83.5,143.5,403.6,359,266.9,368.1,656.7,366.5,298.5,61.6,152.4,56.7,497,3.6
35611_at,Q9Y6Q3,371,339,531.6,445.5,207,342.2,384.3,269.4,233,448.8,464.4,117.4,498.8,453.3,409.6,285.6,198.7,281.4,427.9,267.6,334.6,378.5,461.6,8.9
35612_at,Q8N655,231.6,247.2,431.5,543.7,168,236,194.5,244.3,311.3,284.5,302.1,224.5,268.3,174,136.9,220.2,91.9,55.7,283,366.8,332.8,430.1,265.7,16.6
